4.700000000000000185e-03,5.899999999999999863e-03,8.000000000000000167e-03,5.539999999999999786e-02,8.830000000000000349e-02,1.277999999999999969e-01,1.673999999999999932e-01,1.373000000000000054e-01,2.922000000000000153e-01,3.468999999999999861e-01,3.265000000000000124e-01,3.262999999999999790e-01,2.300999999999999990e-01,1.252999999999999947e-01,2.101999999999999980e-01,2.401000000000000079e-01,1.927999999999999992e-01,1.673000000000000043e-01,1.228000000000000064e-01,9.020000000000000240e-02,1.557000000000000051e-01,3.291000000000000036e-01,5.268000000000000460e-01,6.740000000000000435e-01,7.905999999999999694e-01,8.938000000000000389e-01,9.395000000000000018e-01,9.493000000000000327e-01,9.040000000000000258e-01,9.151000000000000245e-01,8.828000000000000291e-01,8.085999999999999854e-01,7.179999999999999716e-01,6.720000000000000417e-01,6.447000000000000508e-01,6.878999999999999559e-01,6.240999999999999881e-01,4.935999999999999832e-01,4.143999999999999906e-01,4.239999999999999880e-01,4.546000000000000041e-01,4.391999999999999793e-01,4.323000000000000176e-01,4.920999999999999819e-01,4.709999999999999742e-01,3.195999999999999952e-01,2.240999999999999936e-01,1.806000000000000105e-01,9.900000000000000466e-02,2.510000000000000078e-02,1.290000000000000001e-02,9.499999999999999764e-03,1.260000000000000009e-02,6.899999999999999883e-03,3.899999999999999821e-03,6.799999999999999621e-03,6.000000000000000125e-03,4.499999999999999660e-03,2.000000000000000096e-04,2.899999999999999800e-03
6.640000000000000069e-02,5.750000000000000250e-02,8.419999999999999707e-02,3.719999999999999696e-02,4.580000000000000043e-02,7.710000000000000187e-02,7.710000000000000187e-02,1.130000000000000032e-01,2.353000000000000091e-01,1.837999999999999912e-01,2.868999999999999884e-01,4.128999999999999893e-01,3.647000000000000242e-01,1.983999999999999930e-01,2.839999999999999747e-01,4.038999999999999813e-01,5.836999999999999966e-01,6.792000000000000259e-01,6.086000000000000298e-01,4.858000000000000096e-01,3.245999999999999996e-01,2.013000000000000067e-01,2.081999999999999962e-01,1.685999999999999999e-01,2.484000000000000097e-01,2.736000000000000099e-01,2.983999999999999986e-01,4.655000000000000249e-01,6.989999999999999547e-01,7.473999999999999533e-01,7.955999999999999739e-01,7.981000000000000316e-01,6.714999999999999858e-01,6.942000000000000393e-01,7.439999999999999947e-01,8.168999999999999595e-01,8.911999999999999922e-01,1.000000000000000000e+00,8.752999999999999670e-01,7.060999999999999499e-01,6.803000000000000158e-01,5.897999999999999909e-01,4.617999999999999883e-01,3.639000000000000012e-01,1.491999999999999993e-01,1.215999999999999998e-01,1.305999999999999939e-01,1.198000000000000037e-01,5.779999999999999721e-02,2.350000000000000006e-02,1.349999999999999985e-02,1.409999999999999969e-02,1.899999999999999953e-02,4.300000000000000003e-03,3.599999999999999901e-03,2.599999999999999881e-03,2.399999999999999790e-03,1.619999999999999912e-02,1.089999999999999997e-02,7.900000000000000772e-03
2.029999999999999860e-02,1.209999999999999964e-02,3.799999999999999906e-02,1.280000000000000061e-02,5.369999999999999774e-02,8.740000000000000546e-02,1.020999999999999963e-01,8.519999999999999796e-02,1.136000000000000065e-01,1.746999999999999942e-01,2.197999999999999954e-01,2.721000000000000085e-01,2.104999999999999927e-01,1.726999999999999924e-01,2.039999999999999869e-01,1.786000000000000087e-01,1.318000000000000005e-01,2.260000000000000064e-01,2.358000000000000096e-01,3.106999999999999762e-01,3.906000000000000028e-01,3.630999999999999783e-01,4.808999999999999941e-01,6.531000000000000139e-01,7.812000000000000055e-01,8.395000000000000240e-01,9.180000000000000382e-01,9.768999999999999906e-01,8.937000000000000499e-01,7.022000000000000464e-01,6.500000000000000222e-01,5.069000000000000172e-01,3.902999999999999803e-01,3.009000000000000008e-01,1.565000000000000002e-01,9.850000000000000422e-02,2.200000000000000011e-01,2.242999999999999994e-01,2.736000000000000099e-01,2.152000000000000024e-01,2.437999999999999889e-01,3.154000000000000137e-01,2.111999999999999988e-01,9.909999999999999365e-02,5.940000000000000141e-02,1.940000000000000058e-01,1.937000000000000111e-01,1.082000000000000045e-01,3.359999999999999792e-02,1.770000000000000046e-02,2.089999999999999844e-02,1.340000000000000045e-02,9.400000000000000369e-03,4.700000000000000185e-03,4.499999999999999660e-03,4.199999999999999740e-03,2.799999999999999972e-03,3.599999999999999901e-03,1.299999999999999940e-03,1.600000000000000077e-03
2.350000000000000006e-02,2.199999999999999872e-02,1.669999999999999957e-02,5.160000000000000003e-02,7.459999999999999964e-02,1.121000000000000052e-01,1.257999999999999952e-01,1.716999999999999915e-01,3.074000000000000066e-01,3.199000000000000177e-01,2.945999999999999730e-01,2.484000000000000097e-01,2.510000000000000009e-01,1.806000000000000105e-01,1.413000000000000089e-01,3.019000000000000017e-01,3.634999999999999898e-01,3.886999999999999900e-01,2.979999999999999871e-01,2.218999999999999861e-01,1.623999999999999888e-01,1.343000000000000027e-01,2.046000000000000041e-01,3.790999999999999925e-01,5.770999999999999464e-01,7.544999999999999485e-01,8.406000000000000139e-01,8.547000000000000153e-01,9.035999999999999588e-01,1.000000000000000000e+00,9.646000000000000130e-01,7.912000000000000144e-01,6.411999999999999922e-01,5.986000000000000210e-01,6.834999999999999964e-01,7.771000000000000130e-01,8.084000000000000075e-01,7.426000000000000378e-01,6.294999999999999485e-01,5.707999999999999741e-01,4.433000000000000274e-01,3.361000000000000099e-01,3.795000000000000040e-01,4.949999999999999956e-01,4.373000000000000220e-01,2.404000000000000026e-01,1.127999999999999975e-01,1.653999999999999915e-01,9.329999999999999405e-02,2.249999999999999917e-02,2.139999999999999888e-02,2.210000000000000159e-02,1.519999999999999997e-02,8.300000000000000086e-03,5.799999999999999600e-03,2.299999999999999961e-03,5.700000000000000205e-03,5.199999999999999761e-03,2.700000000000000143e-03,2.099999999999999870e-03
3.109999999999999917e-02,4.909999999999999781e-02,6.919999999999999762e-02,8.309999999999999332e-02,7.900000000000000772e-03,2.000000000000000042e-02,9.810000000000000664e-02,1.015999999999999959e-01,2.025000000000000133e-01,7.670000000000000429e-02,1.766999999999999960e-01,2.555000000000000049e-01,2.812000000000000055e-01,2.721999999999999975e-01,3.226999999999999869e-01,3.462999999999999967e-01,5.394999999999999796e-01,7.911000000000000254e-01,9.063999999999999835e-01,8.700999999999999845e-01,7.671999999999999931e-01,2.957000000000000184e-01,4.148000000000000020e-01,6.042999999999999483e-01,3.178000000000000269e-01,3.482000000000000095e-01,6.158000000000000140e-01,8.048999999999999488e-01,6.289000000000000146e-01,4.999000000000000110e-01,5.829999999999999627e-01,6.660000000000000364e-01,4.123999999999999888e-01,1.260000000000000009e-01,2.487000000000000044e-01,4.676000000000000156e-01,5.382000000000000117e-01,3.150000000000000022e-01,2.139000000000000068e-01,1.847999999999999921e-01,1.678999999999999937e-01,2.328000000000000069e-01,1.015000000000000069e-01,7.130000000000000226e-02,6.149999999999999911e-02,7.789999999999999702e-02,7.610000000000000098e-02,8.450000000000000566e-02,5.920000000000000262e-02,6.799999999999999621e-03,8.899999999999999925e-03,8.699999999999999400e-03,3.200000000000000153e-03,1.299999999999999940e-02,1.880000000000000074e-02,1.009999999999999960e-02,2.290000000000000022e-02,1.820000000000000090e-02,4.599999999999999922e-03,3.799999999999999992e-03
5.000000000000000104e-03,1.699999999999999905e-03,2.699999999999999969e-02,4.499999999999999833e-02,9.579999999999999627e-02,8.300000000000000433e-02,8.790000000000000591e-02,1.219999999999999973e-01,1.976999999999999869e-01,2.281999999999999862e-01,2.520999999999999908e-01,3.483999999999999875e-01,3.309000000000000274e-01,2.614000000000000212e-01,1.781999999999999973e-01,2.054999999999999882e-01,2.298000000000000043e-01,3.544999999999999818e-01,6.218000000000000194e-01,7.265000000000000346e-01,8.346000000000000085e-01,8.267999999999999794e-01,8.366000000000000103e-01,9.407999999999999696e-01,9.509999999999999565e-01,9.800999999999999712e-01,9.973999999999999533e-01,1.000000000000000000e+00,9.035999999999999588e-01,6.409000000000000252e-01,3.856999999999999873e-01,2.908000000000000029e-01,2.039999999999999869e-01,1.653000000000000025e-01,1.769000000000000017e-01,1.140000000000000041e-01,7.399999999999999634e-02,9.410000000000000309e-02,6.210000000000000242e-02,4.259999999999999898e-02,5.720000000000000084e-02,1.068000000000000060e-01,1.908999999999999864e-01,2.228999999999999870e-01,2.202999999999999958e-01,2.265000000000000069e-01,1.766000000000000070e-01,1.097000000000000058e-01,5.580000000000000238e-02,1.420000000000000082e-02,2.809999999999999998e-02,1.650000000000000078e-02,5.599999999999999943e-03,1.000000000000000021e-03,2.700000000000000143e-03,6.199999999999999782e-03,2.399999999999999790e-03,6.300000000000000044e-03,1.699999999999999905e-03,2.799999999999999972e-03
3.169999999999999901e-02,9.560000000000000442e-02,1.320999999999999952e-01,1.408000000000000085e-01,1.673999999999999932e-01,1.710000000000000131e-01,7.309999999999999831e-02,1.401000000000000023e-01,2.083000000000000129e-01,3.513000000000000012e-01,1.786000000000000087e-01,6.579999999999999738e-02,5.129999999999999838e-02,3.751999999999999780e-01,5.419000000000000483e-01,5.440000000000000391e-01,5.150000000000000133e-01,4.262000000000000233e-01,2.023999999999999966e-01,4.233000000000000096e-01,7.722999999999999865e-01,9.735000000000000320e-01,9.389999999999999458e-01,5.558999999999999497e-01,5.268000000000000460e-01,6.825999999999999845e-01,5.713000000000000300e-01,5.429000000000000492e-01,2.177000000000000046e-01,2.149000000000000077e-01,5.810999999999999499e-01,6.322999999999999732e-01,2.964999999999999858e-01,1.872999999999999943e-01,2.968999999999999972e-01,5.162999999999999812e-01,6.152999999999999581e-01,4.283000000000000140e-01,5.479000000000000536e-01,6.132999999999999563e-01,5.017000000000000348e-01,2.376999999999999946e-01,1.957000000000000128e-01,1.748999999999999999e-01,1.303999999999999881e-01,5.970000000000000306e-02,1.123999999999999999e-01,1.047000000000000014e-01,5.070000000000000201e-02,1.590000000000000094e-02,1.949999999999999997e-02,2.009999999999999981e-02,2.479999999999999913e-02,1.310000000000000053e-02,7.000000000000000146e-03,1.379999999999999977e-02,9.199999999999999845e-03,1.430000000000000021e-02,3.599999999999999901e-03,1.030000000000000013e-02
2.009999999999999981e-02,2.599999999999999881e-03,1.379999999999999977e-02,6.199999999999999782e-03,1.329999999999999932e-02,1.510000000000000057e-02,5.410000000000000225e-02,2.100000000000000130e-02,5.050000000000000322e-02,1.097000000000000058e-01,8.409999999999999420e-02,9.420000000000000595e-02,1.203999999999999931e-01,4.200000000000000261e-02,3.099999999999999891e-03,1.619999999999999912e-02,6.239999999999999714e-02,2.127000000000000002e-01,3.436000000000000165e-01,3.812999999999999723e-01,3.825000000000000067e-01,4.763999999999999901e-01,6.312999999999999723e-01,7.522999999999999687e-01,8.675000000000000488e-01,8.788000000000000256e-01,7.901000000000000245e-01,8.356999999999999984e-01,9.630999999999999561e-01,9.618999999999999773e-01,9.235999999999999766e-01,8.902999999999999803e-01,9.707999999999999963e-01,9.647000000000000020e-01,7.892000000000000126e-01,5.306999999999999496e-01,2.717999999999999861e-01,1.953000000000000014e-01,1.373999999999999944e-01,3.104999999999999982e-01,3.790000000000000036e-01,4.104999999999999760e-01,3.355000000000000204e-01,2.998000000000000109e-01,2.747999999999999887e-01,2.023999999999999966e-01,1.043000000000000038e-01,4.529999999999999999e-02,3.370000000000000079e-02,1.220000000000000077e-02,7.199999999999999803e-03,1.080000000000000057e-02,7.000000000000000146e-03,6.300000000000000044e-03,3.000000000000000062e-03,1.100000000000000066e-03,6.999999999999999929e-04,2.399999999999999790e-03,5.700000000000000205e-03,4.400000000000000265e-03
4.139999999999999930e-02,4.359999999999999987e-02,4.469999999999999668e-02,8.440000000000000280e-02,4.189999999999999974e-02,1.214999999999999969e-01,2.001999999999999891e-01,1.516000000000000125e-01,8.179999999999999771e-02,1.975000000000000089e-01,2.308999999999999941e-01,3.024999999999999911e-01,3.937999999999999834e-01,5.050000000000000044e-01,5.872000000000000552e-01,6.610000000000000320e-01,7.417000000000000259e-01,8.005999999999999783e-01,8.456000000000000183e-01,7.939000000000000501e-01,8.803999999999999604e-01,8.384000000000000341e-01,7.852000000000000091e-01,8.478999999999999870e-01,7.433999999999999497e-01,6.432999999999999829e-01,5.514000000000000012e-01,3.518999999999999906e-01,3.168000000000000260e-01,3.346000000000000085e-01,2.056000000000000050e-01,1.032000000000000001e-01,3.168000000000000260e-01,4.040000000000000258e-01,4.282000000000000250e-01,4.537999999999999812e-01,3.704000000000000070e-01,3.740999999999999881e-01,3.839000000000000190e-01,3.493999999999999884e-01,4.380000000000000004e-01,4.264999999999999902e-01,2.853999999999999870e-01,2.807999999999999940e-01,2.394999999999999907e-01,3.690000000000000224e-02,8.050000000000000211e-02,5.410000000000000225e-02,1.770000000000000046e-02,6.499999999999999702e-03,2.220000000000000098e-02,4.499999999999999660e-03,1.359999999999999924e-02,1.129999999999999928e-02,5.300000000000000024e-03,1.650000000000000078e-02,1.409999999999999969e-02,7.700000000000000247e-03,2.460000000000000034e-02,1.980000000000000163e-02
1.310000000000000053e-02,6.799999999999999621e-03,3.080000000000000099e-02,3.109999999999999917e-02,8.500000000000000611e-03,7.670000000000000429e-02,7.710000000000000187e-02,6.400000000000000133e-02,7.259999999999999787e-02,9.009999999999999953e-02,7.499999999999999722e-02,8.440000000000000280e-02,1.226000000000000006e-01,1.618999999999999884e-01,2.316999999999999893e-01,2.933999999999999941e-01,3.526000000000000245e-01,3.657000000000000250e-01,3.220999999999999974e-01,3.093000000000000194e-01,4.083999999999999853e-01,4.284999999999999920e-01,4.662999999999999923e-01,5.956000000000000183e-01,6.947999999999999732e-01,8.386000000000000121e-01,8.874999999999999556e-01,6.403999999999999693e-01,3.307999999999999829e-01,3.425000000000000266e-01,4.919999999999999929e-01,4.591999999999999971e-01,3.034000000000000030e-01,4.365999999999999881e-01,5.174999999999999600e-01,5.121999999999999886e-01,4.746000000000000218e-01,4.902000000000000246e-01,4.602999999999999869e-01,4.460000000000000075e-01,4.195999999999999730e-01,2.872999999999999998e-01,2.295999999999999985e-01,9.489999999999999825e-02,9.499999999999999764e-03,5.269999999999999685e-02,3.830000000000000071e-02,1.069999999999999944e-02,1.080000000000000057e-02,7.700000000000000247e-03,1.089999999999999997e-02,6.199999999999999782e-03,2.799999999999999972e-03,4.000000000000000083e-03,7.499999999999999722e-03,3.899999999999999821e-03,5.300000000000000024e-03,1.299999999999999940e-03,5.199999999999999761e-03,2.299999999999999961e-03
